phenotype_name	source_concept_id	standard_concept_id	source_name	source_vocabulary	source_domain	standard_name	standard_vocabulary	standard_domain
Diabetes Mellitus Type II	44819503	442793	Diabetes with other specified manifestations	ICD9CM	Condition	Diabetic complication	SNOMED	Condition
Diabetes Mellitus Type II	44820685	201820	Diabetes with unspecified complication	ICD9CM	Condition	Diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44820685	442793	Diabetes with unspecified complication	ICD9CM	Condition	Diabetic complication	SNOMED	Condition
Diabetes Mellitus Type II	44824073	443238	Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44824073	4226238	Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled	ICD9CM	Condition	Hyperosmolar coma associated with diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44824074	192279	Diabetes with renal manifestations	ICD9CM	Condition	Kidney disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44826459	4226238	Diabetes mellitus with hyperosmolarity	ICD9CM	Condition	Hyperosmolar coma associated with diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44826461	201826	Diabetes with other specified manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44826461	443732	Diabetes with other specified manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Disorder due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44826461	40482801	Diabetes with other specified manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Type II diabetes mellitus uncontrolled	SNOMED	Condition
Diabetes Mellitus Type II	44827615	443730	Diabetes with neurological manifestations	ICD9CM	Condition	Nervous system disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44828794	443767	Diabetes with ophthalmic manifestations	ICD9CM	Condition	Eye disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44829879	443238	Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44829879	443767	Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Eye disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44829880	321822	Diabetes with peripheral circulatory disorders	ICD9CM	Condition	Peripheral vascular disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44829882	201826	Diabetes with unspecified complication, type II or unspecified type, uncontrolled	ICD9CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44829882	443732	Diabetes with unspecified complication, type II or unspecified type, uncontrolled	ICD9CM	Condition	Disorder due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44829882	40482801	Diabetes with unspecified complication, type II or unspecified type, uncontrolled	ICD9CM	Condition	Type II diabetes mellitus uncontrolled	SNOMED	Condition
Diabetes Mellitus Type II	44832193	443238	Diabetes with other coma, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44832193	443735	Diabetes with other coma, type II or unspecified type, uncontrolled	ICD9CM	Condition	Coma associated with diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44832194	192279	Diabetes with renal manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Kidney disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44832194	443238	Diabetes with renal manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44833365	201820	Diabetes mellitus	ICD9CM	Condition	Diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44833366	443238	Diabetes with neurological manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44833366	443730	Diabetes with neurological manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Nervous system disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44833367	321822	Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled	ICD9CM	Condition	Peripheral vascular disorder due to diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	44833367	443238	Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44836915	443238	Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetes Mellitus Type II	44836915	4008576	Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetes mellitus without complication	SNOMED	Condition
Diabetes Mellitus Type II	44836917	443735	Diabetes with other coma	ICD9CM	Condition	Coma associated with diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533019	443733	Type 2 diabetes mellitus with other diabetic ophthalmic complication	ICD10CM	Condition	Disorder of eye with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533020	4140466	Type 2 diabetes mellitus with diabetic amyotrophy	ICD10CM	Condition	Lumbosacral radiculoplexus neuropathy with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533021	443729	Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene	ICD10CM	Condition	Peripheral circulatory disorder associated with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533022	201826	Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533022	4131908	Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene	ICD10CM	Condition	Diabetic peripheral angiopathy	SNOMED	Condition
Diabetes Mellitus Type II	45533022	4222876	Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene	ICD10CM	Condition	Gangrene associated with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533023	134398	Type 2 diabetes mellitus with periodontal disease	ICD10CM	Condition	Periodontal disease	SNOMED	Condition
Diabetes Mellitus Type II	45533023	201826	Type 2 diabetes mellitus with periodontal disease	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45533023	442793	Type 2 diabetes mellitus with periodontal disease	ICD10CM	Condition	Diabetic complication	SNOMED	Condition
Diabetes Mellitus Type II	45537961	380097	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Diabetic macular edema	SNOMED	Condition
Diabetes Mellitus Type II	45537961	45770881	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Moderate nonproliferative retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45537962	37016768	Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy	ICD10CM	Condition	Autonomic neuropathy with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45542738	201826	Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45542738	4032787	Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)	ICD10CM	Condition	Hyperosmolarity	SNOMED	Condition
Diabetes Mellitus Type II	45547625	4222415	Type 2 diabetes mellitus with diabetic mononeuropathy	ICD10CM	Condition	Mononeuropathy with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45547626	43531616	Type 2 diabetes mellitus with diabetic dermatitis	ICD10CM	Condition	Diabetic dermopathy associated with diabetes mellitus type 2	SNOMED	Condition
Diabetes Mellitus Type II	45547627	43531616	Type 2 diabetes mellitus with other skin complications	ICD10CM	Condition	Diabetic dermopathy associated with diabetes mellitus type 2	SNOMED	Condition
Diabetes Mellitus Type II	45552385	380097	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Diabetic macular edema	SNOMED	Condition
Diabetes Mellitus Type II	45552385	45757435	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Mild nonproliferative retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45552386	43530685	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema	ICD10CM	Condition	Proliferative diabetic retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45557112	4290822	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Severe nonproliferative diabetic retinopathy with clinically significant macular edema	SNOMED	Condition
Diabetes Mellitus Type II	45557112	43530656	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45557113	37017432	Type 2 diabetes mellitus with diabetic polyneuropathy	ICD10CM	Condition	Polyneuropathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45561949	36714116	Type 2 diabetes mellitus with hypoglycemia with coma	ICD10CM	Condition	Hypoglycemic coma co-occurrent and due to diabetes mellitus type II	SNOMED	Condition
Diabetes Mellitus Type II	45566731	201826	Type 2 diabetes mellitus with other oral complications	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45566731	442793	Type 2 diabetes mellitus with other oral complications	ICD10CM	Condition	Diabetic complication	SNOMED	Condition
Diabetes Mellitus Type II	45566731	4042502	Type 2 diabetes mellitus with other oral complications	ICD10CM	Condition	Disease of mouth	SNOMED	Condition
Diabetes Mellitus Type II	45576443	443729	Type 2 diabetes mellitus with other circulatory complications	ICD10CM	Condition	Peripheral circulatory disorder associated with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45581353	443733	Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema	ICD10CM	Condition	Disorder of eye with type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45581354	45757435	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema	ICD10CM	Condition	Mild nonproliferative retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45581355	201826	Type 2 diabetes mellitus with foot ulcer	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45581355	43530690	Type 2 diabetes mellitus with foot ulcer	ICD10CM	Condition	Foot ulcer due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45586139	201530	Type 2 diabetes mellitus with hyperosmolarity with coma	ICD10CM	Condition	Type 2 diabetes mellitus with hyperosmolar coma	SNOMED	Condition
Diabetes Mellitus Type II	45586140	4196141	Type 2 diabetes mellitus with other diabetic arthropathy	ICD10CM	Condition	Type 2 diabetes mellitus with arthropathy	SNOMED	Condition
Diabetes Mellitus Type II	45591027	443731	Type 2 diabetes mellitus with diabetic nephropathy	ICD10CM	Condition	Renal disorder due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45591029	45770881	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema	ICD10CM	Condition	Moderate nonproliferative retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45591030	43530685	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Proliferative diabetic retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45591030	45770830	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema	ICD10CM	Condition	Macular edema and retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45591031	201826	Type 2 diabetes mellitus with hypoglycemia without coma	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45591031	45757363	Type 2 diabetes mellitus with hypoglycemia without coma	ICD10CM	Condition	Hypoglycemia due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45595797	201826	Type 2 diabetes mellitus with diabetic chronic kidney disease	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45595797	43531578	Type 2 diabetes mellitus with diabetic chronic kidney disease	ICD10CM	Condition	Chronic kidney disease due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45595798	4221495	Type 2 diabetes mellitus with diabetic cataract	ICD10CM	Condition	Cataract due to diabetes mellitus type 2	SNOMED	Condition
Diabetes Mellitus Type II	45595799	201826	Type 2 diabetes mellitus with other specified complication	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45595799	442793	Type 2 diabetes mellitus with other specified complication	ICD10CM	Condition	Diabetic complication	SNOMED	Condition
Diabetes Mellitus Type II	45600641	4198296	Type 2 diabetes mellitus with diabetic neuropathic arthropathy	ICD10CM	Condition	Type 2 diabetes mellitus with neuropathic arthropathy	SNOMED	Condition
Diabetes Mellitus Type II	45600642	4099651	Type 2 diabetes mellitus with other skin ulcer	ICD10CM	Condition	Type 2 diabetes mellitus with ulcer	SNOMED	Condition
Diabetes Mellitus Type II	45605401	443731	Type 2 diabetes mellitus with other diabetic kidney complication	ICD10CM	Condition	Renal disorder due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45605402	4266637	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema	ICD10CM	Condition	Severe nonproliferative diabetic retinopathy with no macular edema	SNOMED	Condition
Diabetes Mellitus Type II	45605402	43530656	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema	ICD10CM	Condition	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45605403	376065	Type 2 diabetes mellitus with diabetic neuropathy, unspecified	ICD10CM	Condition	Neurological disorder with diabetes type 2	SNOMED	Condition
Diabetes Mellitus Type II	45605404	376065	Type 2 diabetes mellitus with other diabetic neurological complication	ICD10CM	Condition	Neurological disorder with diabetes type 2	SNOMED	Condition
Diabetes Mellitus Type II	45605405	201826	Type 2 diabetes mellitus with hyperglycemia	ICD10CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
Diabetes Mellitus Type II	45605405	37016349	Type 2 diabetes mellitus with hyperglycemia	ICD10CM	Condition	Hyperglycemia due to type 2 diabetes mellitus	SNOMED	Condition
Diabetic Nephropathy	44822935	200687	Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Renal disorder associated with type 1 diabetes mellitus	SNOMED	Condition
Diabetic Nephropathy	44824074	192279	Diabetes with renal manifestations	ICD9CM	Condition	Kidney disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Nephropathy	44826730	198124	Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere	ICD9CM	Condition	Kidney disease	SNOMED	Condition
Diabetic Nephropathy	44827615	443730	Diabetes with neurological manifestations	ICD9CM	Condition	Nervous system disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Nephropathy	44832194	192279	Diabetes with renal manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Kidney disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Nephropathy	44832194	443238	Diabetes with renal manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetic Nephropathy	44834549	200687	Diabetes with renal manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Renal disorder associated with type 1 diabetes mellitus	SNOMED	Condition
Diabetic Nephropathy	44834549	40484648	Diabetes with renal manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
Diabetic Nephropathy	44836917	443735	Diabetes with other coma	ICD9CM	Condition	Coma associated with diabetes mellitus	SNOMED	Condition
Diabetic Neuropathy	44819501	377821	Diabetes with neurological manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Neurological disorder with type 1 diabetes mellitus	SNOMED	Condition
Diabetic Neuropathy	44819501	40484648	Diabetes with neurological manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
Diabetic Neuropathy	44825349	376112	Polyneuropathy in diabetes	ICD9CM	Condition	Diabetic polyneuropathy	SNOMED	Condition
Diabetic Neuropathy	44827615	443730	Diabetes with neurological manifestations	ICD9CM	Condition	Nervous system disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Neuropathy	44831046	377821	Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Neurological disorder with type 1 diabetes mellitus	SNOMED	Condition
Diabetic Neuropathy	44833366	443238	Diabetes with neurological manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetic Neuropathy	44833366	443730	Diabetes with neurological manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Nervous system disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Neuropathy	44836917	443735	Diabetes with other coma	ICD9CM	Condition	Coma associated with diabetes mellitus	SNOMED	Condition
Diabetic Retinopathy	44820684	40484648	Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
Diabetic Retinopathy	44820684	42538169	Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Disorder of eye with type 1 diabetes mellitus	SNOMED	Condition
Diabetic Retinopathy	44822936	42538169	Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Disorder of eye with type 1 diabetes mellitus	SNOMED	Condition
Diabetic Retinopathy	44828794	443767	Diabetes with ophthalmic manifestations	ICD9CM	Condition	Eye disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Retinopathy	44829879	443238	Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
Diabetic Retinopathy	44829879	443767	Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled	ICD9CM	Condition	Eye disorder due to diabetes mellitus	SNOMED	Condition
Diabetic Retinopathy	44831148	376683	Background diabetic retinopathy	ICD9CM	Condition	Nonproliferative diabetic retinopathy	SNOMED	Condition
Diabetic Retinopathy	44833465	380096	Proliferative diabetic retinopathy	ICD9CM	Condition	Proliferative retinopathy with diabetes mellitus	SNOMED	Condition
Diabetic Retinopathy	44836917	443735	Diabetes with other coma	ICD9CM	Condition	Coma associated with diabetes mellitus	SNOMED	Condition
Gaucher	44826471	4027782	Lipidoses	ICD9CM	Condition	Lipid storage disease	SNOMED	Condition
Gaucher	44828861	374906	Cerebral lipidoses	ICD9CM	Condition	Cerebral lipidosis	SNOMED	Condition
heart transplant	44834829	435308	Acute glomerulonephritis	ICD9CM	Condition	Acute glomerulonephritis	SNOMED	Condition
HIV	44824945	4241530	Asymptomatic human immunodeficiency virus [HIV] infection status	ICD9CM	Condition	Asymptomatic human immunodeficiency virus infection	SNOMED	Condition
HIV	44829310	4276586	Nonspecific serologic evidence of human immunodeficiency virus [HIV]	ICD9CM	Procedure	Finding of HIV status	SNOMED	Condition
Hypothyroidism                      	44819497	138384	Acquired hypothyroidism	ICD9CM	Condition	Acquired hypothyroidism	SNOMED	Condition
Hypothyroidism                      	44820687	23986	Unspecified disorder of the pituitary gland and its hypothalamic control	ICD9CM	Condition	Disorder of pituitary gland	SNOMED	Condition
Legg-Calve-Perthes	44830363	435636	Juvenile osteochondrosis of hip and pelvis	ICD9CM	Condition	Juvenile osteochondritis of hip AND/OR pelvis	SNOMED	Condition
MI/Revascularization	2107216	2107216	Coronary artery bypass, vein only; single coronary venous graft	CPT4	Procedure	Coronary artery bypass, vein only; single coronary venous graft	CPT4	Procedure
MI/Revascularization	2107217	2107217	Coronary artery bypass, vein only; 2 coronary venous grafts	CPT4	Procedure	Coronary artery bypass, vein only; 2 coronary venous grafts	CPT4	Procedure
MI/Revascularization	2107218	2107218	Coronary artery bypass, vein only; 3 coronary venous grafts	CPT4	Procedure	Coronary artery bypass, vein only; 3 coronary venous grafts	CPT4	Procedure
MI/Revascularization	2107219	2107219	Coronary artery bypass, vein only; 4 coronary venous grafts	CPT4	Procedure	Coronary artery bypass, vein only; 4 coronary venous grafts	CPT4	Procedure
MI/Revascularization	2107220	2107220	Coronary artery bypass, vein only; 5 coronary venous grafts	CPT4	Procedure	Coronary artery bypass, vein only; 5 coronary venous grafts	CPT4	Procedure
MI/Revascularization	2107221	2107221	Coronary artery bypass, vein only; 6 or more coronary venous grafts	CPT4	Procedure	Coronary artery bypass, vein only; 6 or more coronary venous grafts	CPT4	Procedure
MI/Revascularization	2107222	2107222	Coronary artery bypass, using venous graft(s) and arterial graft(s); single vein graft (List separately in addition to code for primary procedure)	CPT4	Procedure	Coronary artery bypass, using venous graft(s) and arterial graft(s); single vein graft (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2107223	2107223	Coronary artery bypass, using venous graft(s) and arterial graft(s); 2 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure	Coronary artery bypass, using venous graft(s) and arterial graft(s); 2 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2107224	2107224	Coronary artery bypass, using venous graft(s) and arterial graft(s); 3 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure	Coronary artery bypass, using venous graft(s) and arterial graft(s); 3 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2107226	2107226	Coronary artery bypass, using venous graft(s) and arterial graft(s); 4 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure	Coronary artery bypass, using venous graft(s) and arterial graft(s); 4 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2107227	2107227	Coronary artery bypass, using venous graft(s) and arterial graft(s); 5 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure	Coronary artery bypass, using venous graft(s) and arterial graft(s); 5 venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2107228	2107228	Coronary artery bypass, using venous graft(s) and arterial graft(s); 6 or more venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure	Coronary artery bypass, using venous graft(s) and arterial graft(s); 6 or more venous grafts (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2107231	2107231	Coronary artery bypass, using arterial graft(s); single arterial graft	CPT4	Procedure	Coronary artery bypass, using arterial graft(s); single arterial graft	CPT4	Procedure
MI/Revascularization	2107242	2107242	Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts	CPT4	Procedure	Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts	CPT4	Procedure
MI/Revascularization	2107243	2107243	Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts	CPT4	Procedure	Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts	CPT4	Procedure
MI/Revascularization	2107244	2107244	Coronary artery bypass, using arterial graft(s); 4 or more coronary arterial grafts	CPT4	Procedure	Coronary artery bypass, using arterial graft(s); 4 or more coronary arterial grafts	CPT4	Procedure
MI/Revascularization	2313801	2313801	Transcatheter placement of an intracoronary stent(s), percutaneous, with or without other therapeutic intervention, any method; single vessel	CPT4	Procedure	Transcatheter placement of an intracoronary stent(s), percutaneous, with or without other therapeutic intervention, any method; single vessel	CPT4	Procedure
MI/Revascularization	2313802	2313802	Transcatheter placement of an intracoronary stent(s), percutaneous, with or without other therapeutic intervention, any method; each additional vessel (List separately in addition to code for primary procedure)	CPT4	Procedure	Transcatheter placement of an intracoronary stent(s), percutaneous, with or without other therapeutic intervention, any method; each additional vessel (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2313803	2313803	Percutaneous transluminal coronary balloon angioplasty; single vessel	CPT4	Procedure	Percutaneous transluminal coronary balloon angioplasty; single vessel	CPT4	Procedure
MI/Revascularization	2313804	2313804	Percutaneous transluminal coronary balloon angioplasty; each additional vessel (List separately in addition to code for primary procedure)	CPT4	Procedure	Percutaneous transluminal coronary balloon angioplasty; each additional vessel (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	2313810	2313810	Percutaneous transluminal coronary atherectomy, by mechanical or other method, with or without balloon angioplasty; single vessel	CPT4	Procedure	Percutaneous transluminal coronary atherectomy, by mechanical or other method, with or without balloon angioplasty; single vessel	CPT4	Procedure
MI/Revascularization	2313811	2313811	Percutaneous transluminal coronary atherectomy, by mechanical or other method, with or without balloon angioplasty; each additional vessel (List separately in addition to code for primary procedure)	CPT4	Procedure	Percutaneous transluminal coronary atherectomy, by mechanical or other method, with or without balloon angioplasty; each additional vessel (List separately in addition to code for primary procedure)	CPT4	Procedure
MI/Revascularization	44819697	434376	Acute myocardial infarction of other anterior wall, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction of anterior wall	SNOMED	Condition
MI/Revascularization	44819698	438447	Acute myocardial infarction, of inferolateral wall	ICD9CM	Condition	Acute myocardial infarction of inferolateral wall	SNOMED	Condition
MI/Revascularization	44819699	438447	Acute myocardial infarction of inferolateral wall, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction of inferolateral wall	SNOMED	Condition
MI/Revascularization	44819700	438447	Acute myocardial infarction of inferolateral wall, initial episode of care	ICD9CM	Condition	Acute myocardial infarction of inferolateral wall	SNOMED	Condition
MI/Revascularization	44819701	444406	Acute myocardial infarction, subendocardial infarction	ICD9CM	Condition	Acute subendocardial infarction	SNOMED	Condition
MI/Revascularization	44819702	312327	Acute myocardial infarction, unspecified site	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44820857	438438	Acute myocardial infarction, of anterolateral wall	ICD9CM	Condition	Acute myocardial infarction of anterolateral wall	SNOMED	Condition
MI/Revascularization	44820858	438438	Acute myocardial infarction of anterolateral wall, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction of anterolateral wall	SNOMED	Condition
MI/Revascularization	44820859	438447	Acute myocardial infarction of inferolateral wall, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction of inferolateral wall	SNOMED	Condition
MI/Revascularization	44820860	441579	Acute myocardial infarction of inferoposterior wall, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction of inferoposterior wall	SNOMED	Condition
MI/Revascularization	44820861	312327	Acute myocardial infarction of unspecified site, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44823111	438438	Acute myocardial infarction of anterolateral wall, initial episode of care	ICD9CM	Condition	Acute myocardial infarction of anterolateral wall	SNOMED	Condition
MI/Revascularization	44824237	438438	Acute myocardial infarction of anterolateral wall, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction of anterolateral wall	SNOMED	Condition
MI/Revascularization	44825428	438170	Acute myocardial infarction, of other inferior wall	ICD9CM	Condition	Acute myocardial infarction of inferior wall	SNOMED	Condition
MI/Revascularization	44825429	444406	Subendocardial infarction, initial episode of care	ICD9CM	Condition	Acute subendocardial infarction	SNOMED	Condition
MI/Revascularization	44825430	312327	Acute myocardial infarction of unspecified site, initial episode of care	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
